objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,dest_zona,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,campo,tip_operac,tip_serv,dias_oper,comp_sitp,tip_hor,tipo_oper,ruta_rural,globalid,horas_servicio,cluster_riesgo
2904,LLL,KL312,Fontibon Brisas - Moralba,Fontibon Brisas,Moralba,San Cristobal,15/01/2023,4,9,27.57633706,Gmovil - E,4109.0,L312-2,6.0,13,03:30-23:30,-,-,1,4.0,,2,3,1.0,,1,2,,{19F19108-CAF8-4E8F-94DE-D065CF6870A7},20.0,2
2905,DDD,DD212,Engativa Centro - Portal 80,Engativa Centro,Portal 80,Engativa / Calle 80,26/09/2022,10,10,14.80346525,Gmovil - E,4165.0,DD212-3,4.0,5,04:00-00:00,04:00-00:00,04:00-00:00,1,5.0,,2,3,3.0,,1,2,,{1A592477-7FC0-4487-8DF3-5F49C843AF0B},20.0,1
2906,ALI,13-9,Tihuaque,Portal 20 Julio,Tihuaque,Alimentadora,-,4,5,21.78056652,Consorcio Express D,3002.0,13-9a,13.0,13,04:00:00 - 24:20:00,04:00:00 - 24:20:00,04:00:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{1AE4E62E-B91B-44D4-A51E-BC2493877C8D},0.0,3
2907,BBB,BB924,Guaymaral,Portal Norte,Guaymaral,Usaquen,23/05/2022,1,1,13.80995176,Consorcio Express N,4135.0,B924-3,1.0,1,04:30:00 - 20:30:00,04:30:00 - 20:30:00,04:30:00 - 20:30:00,1,3.0,,2,3,3.0,,1,2,,{1B1CB82B-D869-48DF-8A51-7D1F0B0EC053},0.0,3
2908,GGG,DG208,Puente De Guadua - Metrovivienda,Puente De Guadua,Metrovivienda,Bosa,3/10/2022,10,7,30.23314835,Emasivo 10,4391.0,G208-2,8.0,4,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{1B48B50C-5036-4A60-8B38-7E851A23BE45},18.0,2
2909,CCC,KC323,El Recodo - Suba Compartir,El Recodo,Suba Compartir,Suba,11/07/2022,9,11,23.46149606,Mueve Fontibon,4163.0,C323-1,3.0,6,03:30-23:00,03:30-23:00,03:30-23:00,1,4.0,,2,3,3.0,,1,2,,{1B5263EB-A076-4CFB-8039-1B4D1EFB4862},19.5,2
2910,GGG,LG816,Dona Liliana - Villa Del Rio,Dona Liliana,Villa Del Rio,Bosa,10/03/2025,7,5,,Consorcio Express D,4139.0,G816-1,9.0,13,03:30-22:00,03:30-22:00,03:30-22:00,Operativa,4.0,,2,3,3.0,,1,2,,{1BF2570F-134D-47E5-8FAB-7CFDE2FB041C},18.5,1
2911,HHH,HH711,Los Soches - Portal Usme,Los Soches,Portal Usme,Usme/ Ciudad Bolivar,31/10/2022,5,5,19.49872487,Gran Americas Usme,4259.0,HH711-3,12.0,12,06:00 - 10:30 / 15:00 - 18:00,06:00 - 10:30 / 15:00 - 18:00,06:00 - 10:30 / 15:00 - 18:00,1,4.0,,2,3,3.0,,1,2,,{1C869928-AE43-47C1-9C3E-AFB404891238},7.5,3
2912,ALI,1-3,Villas De Granada,Portal 80,Villas De Granada,Alimentadora,-,10,10,5.64259169,Este Es Mi Bus - Co,2987.0,1-3a,4.0,4,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{1C8F6B9A-A86C-4EBA-AC52-2113BC9AFDB3},0.0,3
2913,FFF,FA410,Tierra Buena - Chico Norte,Tierra Buena,Chico Norte,Americas,26/04/2021,8,2,24.77918107,Masivo Capital - Ke,4206.0,F410-1,0.0,8,03:30-22:30,03:30-22:30,03:30-22:30,1,3.0,,2,3,3.0,,1,2,,{1CEB8CCC-FEA0-4897-B989-FAAADA9E30EE},19.0,2
2914,LLL,FL422,Patio Bonito - Laches-El Dorado,Patio Bonito,Laches-El Dorado,San Cristobal,20/08/2024,8,3,21.94463993,Este Es Mi Bus - Tz,4318.0,L422-1,13.0,8,03:00-21:15,03:00-21:15,03:00-21:15,,4.0,,2,3,3.0,,1,2,,{1DDBF79A-27B0-4D9E-91EC-B60DA379C131},18.25,2
2915,LLL,LK810,Gaviotas - Fontibon Brisas,Fontibon Brisas,Gaviotas,San Cristobal,15/01/2023,4,9,29.625801,Consorcio Express D,3962.0,L810-2,6.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{1EC7A1CB-9990-4AA7-AEFB-22C88F4F9A87},19.0,2
2916,CHA,T06,La Surena - Porciuncula,La Surena,Porciuncula,Chapinero,23/02/2014,2,2,16.68923457,Consorcio Express N,3126.0,T06-3,0.0,1,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{1F32CEB0-32E7-44EA-BBD0-FAC930EA92BD},19.0,1
2917,BOS,576,Bosa Santa Fe - Engativa,Engativa,Bosa Santa Fe,Bosa,20/02/2023,7,10,34.31194565,Masivo Capital Ke-Gmovil,4374.0,576-2,5.0,8,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{1F440BAA-27E9-4F08-9917-02CCC0F4BCCA},19.0,0
2918,HHH,GH543,Timiza - Est G. Santander,Timiza,Gral Santander,Usme/ Ciudad Bolivar,12/11/2024,8,15,6.71844038,ETIB Bo,4506.0,H543-1,10.0,9,-,-,-,1,3.0,,2,3,3.0,,1,2,,{1FFE1635-12D9-4714-B26A-03B98627CBF7},0.0,3
2919,53,BJ74,B74,Las Aguas - Centro Colom,Portal Norte,Usaquen,-,17,1,17.30408988,No Aplica,,B74,1.0,0,06:00 - 22:30,07:00 - 20:30,0,1,1.0,,1,1,2.0,,1,1,,{203B208C-08E1-459A-A6DE-3FC0C30CEBB5},16.5,2
2920,USA,C25,Sabana Del Dorado - Unicentro,Sabana Del Dorado,Unicentro,Usaquen,31/08/2020,10,1,19.41180812,Consorcio Express N-Gmovil,3469.0,C25-1,1.0,5,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{203BB863-8396-42F2-9048-8C95410F490C},19.0,2
2921,FFF,FF417,Est. Bibl. Tintal,Tierra Buena,Biblioteca Tintal,Americas,15/10/2024,8,8,4.40941864,Masivo Capital - Ke,4155.0,FF417-3,8.0,8,03:45 - 10:00 / 16:00 - 23:00,03:45 - 10:00 / 16:00 - 23:00,03:45 - 10:00 / 16:00 - 23:00,1,5.0,,2,3,3.0,,1,2,,{206593BA-8CDA-4952-B7F3-F094388A9D35},13.25,1
2922,CBO,C201,Paraiso - Patio Bonito,Patio Bonito,Paraiso,Ciudad Bolivar,23/09/2024,8,19,19.05207528,Masivo Capital - Ke,2890.0,C201-1,11.0,8,02:30 - 21:50 / 22:00 - 02:00,02:30 - 21:50 / 22:00 - 02:00,02:30 - 21:50 / 22:00 - 02:00,1,4.0,,2,3,3.0,,1,2,,{20C31E30-A2D6-496C-AC79-05971B8550B9},23.33,2
2923,AAA,DA203,Bachue - Chico Norte,Bachue,Chico Norte,Neutra,28/09/2020,10,2,14.75171582,Este Es Mi Bus - Co,3515.0,A203-2,0.0,4,04:00-22:00,04:00-22:00,04:00-22:00,1,5.0,,2,3,3.0,,1,2,,{214A19D1-4DF4-4044-BBDD-6CC6254DCE24},18.0,1
2924,COL,T52,Calle 167,Toberin,Calle 167,Colina,31/07/2017,11,11,5.69424522,Masivo Capital - So,2909.0,T52,2.0,2,05:00-21:00,05:00-21:00,05:00-21:00,1,4.0,,2,3,3.0,,1,2,,{21EC9801-588E-4E51-A76F-DBBC38EA8A01},16.0,1
2925,ESP,18-11_PM,Unicerros PM,Unicerros,Unicerros,Especial,23/09/2024,1,1,5.42867329,Consorcio Express N,,18-11e PM,1.0,1,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,1,5.0,,2,6,3.0,,4,2,,{220C01FF-37DD-46D0-BFAD-385559D75D88},0.0,3
2926,ALI,10-5,Terminal Sur,Portal Sur,Terminal Sur,Alimentadora,-,7,7,5.41926091,Etib - Bo,3151.0,10-5a,9.0,9,04:00:00 - 22:30:00,04:00:00 - 22:30:00,04:00:00 - 22:30:00,1,3.0,,2,4,3.0,,1,2,,{223BC3C1-7EAF-47A7-9B76-964A0784B875},0.0,3
2927,BBB,BL919,Terminal Norte - Gaviotas,Gaviotas,Terminal Norte,Usaquen,13/03/2023,1,4,39.69656709,Consorcio Express N,4191.0,B919-1,13.0,1,04:00 - 23:00 - 03:30 - 22:00,04:00 - 23:00 - 03:30 - 22:00,04:00 - 23:00 - 03:30 - 22:00,1,4.0,,2,3,3.0,,1,2,,{2298DE20-77D7-4213-9E29-BDD5D9D1CA8A},19.0,0
2928,AAA,GA541,Bosa Centro - Chapinero,Bosa Centro,Chapinero,Neutra,18/03/2024,8,13,22.97934368,Etib - Bo,4487.0,A541-1,0.0,9,04:30 - 23:00,04:30 - 23:00,-,1,4.0,,2,3,3.0,,1,2,,{22C5295F-2358-4ACB-A956-68053547716E},18.5,2
2929,ESP,14-6,El Verjon - Est. Bicentenario,El Verjon,Est. Bicentenario,Especial,29/04/2024,17,3,35.22156292,Consorcio Express D,3246.0,14-6e,13.0,13,06:00 - 08:40 / 11:20 - 14:00 / 16:50 - 19:30,06:00 - 08:40 / 11:20 - 14:00 / 16:50 - 19:30,06:00 - 08:40 / 11:20 - 14:00 / 16:50 - 19:30,1,5.0,,2,6,3.0,,1,2,,{234A88B2-15F4-4C31-99BA-BEF75C6C66FC},8.0,0
2930,DDD,DG208,Puente De Guadua - Metrovivienda,Metrovivienda,Puente De Guadua,Engativa / Calle 80,3/10/2022,10,7,31.43025195,Emasivo 10,4389.0,D208-1,8.0,4,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{23A9742B-D01A-4AB1-9718-D69495400B85},18.0,2
2931,1,BF26,F26,Alcalá,Portal Américas,Americas,-,1,8,,No Aplica,,F26,8.0,1,15:00 - 20:00,12:00 - 18:00,0,1,1.0,,1,1,2.0,,4,1,,{2523D7C1-A615-4CD2-AF86-705914267C81},5.0,3
2932,COM,13-2,Providencia Alta - Est Av 1 Mayo,Providencia Alta,Est Av 1 Mayo,Complementaria,2/05/2023,18,15,12.14602195,Consorcio Express D,4220.0,13-2c,12.0,12,03:30-23:00,03:30-23:00,03:30-23:00,1,4.0,,2,5,3.0,,1,2,,{2574FF8F-80A0-48B9-B636-5171F8EBEE4F},19.5,1
2933,13,BH13,B13,Portal Tunal,Portal Norte,Usaquen,-,6,1,27.32081306,No Aplica,,B13,1.0,11,05:00 - 22:00,05:30 - 21:30,0,1,1.0,,1,1,2.0,,1,1,,{259DF779-1016-499B-976E-826393EC4AA6},17.0,2
2934,HHH,HD607,Arborizadora Alta - Morato,Morato,Arborizadora Alta,Usme/ Ciudad Bolivar,12/01/2021,19,11,26.04121439,Suma - Bc,3602.0,H607-2,3.0,11,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{25C58633-280E-44A2-B8F7-B0FDD066CA04},18.0,2
2936,HHH,HC612,San Joaquin - Villa Maria,Villa Maria,San Joaquin,Usme/ Ciudad Bolivar,5/12/2022,11,1,30.09776758,Suma - Bc,3591.0,H612-2,1.0,3,03:30-22:00,03:30-22:00,03:30-22:00,1,3.0,,2,3,3.0,,1,2,,{266F0FFB-3685-4EE1-8BB7-8ECB5212F918},18.5,2
2937,58,5,5 C,Calle 22,Portal Américas,Americas,-,14,8,15.31580088,No Aplica,,5 C,8.0,0,04:30 - 23:00,04:30 - 23:00,04:30 - 22:00,1,1.0,,1,1,3.0,,1,1,,{26B951E6-E4AE-48A3-91FF-0F2534393708},18.5,1
2938,ALI,16-5,Villa Amalia,Portal El Dorado,Villa Amalia,Alimentadora,-,10,10,16.96191441,Gmovil - E,3904.0,16-5a,5.0,5,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{2843C1FD-658F-4B80-9DF9-A5B5E6DD22A9},0.0,3
2939,DDD,BD909,Mazuren - Villas De Granada,Mazuren,Villas De Granada,Engativa / Calle 80,26/09/2022,10,11,26.40164345,Este Es Mi Bus - Co,4198.0,D909-2,2.0,4,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{285532F8-F2B9-497B-8C3B-FBECD8902FC9},19.0,2
2940,KKK,KH308,Puente Grande - El Tuno,El Tuno,Puente Grande,Calle 26,21/06/2021,5,9,28.73539561,Gmovil - E,4057.0,K308-1,6.0,12,03:00-22:30,03:00-22:30,03:00-22:30,1,4.0,,2,3,3.0,,1,2,,{28C810B4-43DC-470F-8159-0E81E6FA85E8},19.5,2
2941,BBB,CB100,EST. ALCALA - CASABLANCA,EST. ALCALA,CASABLANCA,USAQUEN,18/05/2020,11,11,8.75684219,0,0.0,CB100-3,3.0,3,0,0,0,1,,,2,3,,,1,2,,{28E83F92-0713-4517-9664-8439729CC2DF},0.0,3
2943,6,DG22,G22,Portal 80,Portal Sur - Jfk Coop. F,Soacha,-,10,7,23.50713378,No Aplica,,G22,9.0,4,05:00 - 23:00,05:00 - 23:00,05:30 - 22:00,1,2.0,,1,1,3.0,,1,1,,{2981139A-68DD-4C7C-81A1-A2F35EE12DE7},18.0,2
2944,ALI,HH728,Danubio - Est. Molinos,Danubio,Est. Molinos,Usme,02/11/2024,18,18,,E-Somos USM,4542.0,HH728-3,8.0,8,04:00-00:20,04:00-00:20,04:00-11:20,1,3.0,,2,2,3.0,,1,2,,{298D7F55-5C1A-4AED-B432-7A71D3EF8930},20.33,1
2945,HHH,HK629,Fontibon Centro - Pototsi,Fontibon Centro,Pototsi,Usme/ Ciudad Bolivar,4/03/2024,19,9,20.05858669,Odt La Rolita,3989.0,H629-2,6.0,11,03:30-21:00,03:30-21:00,03:30-21:00,1,4.0,,2,3,3.0,,1,2,,{29950EB6-2E81-4C15-AD8E-7211BFFF3AE5},17.5,2
2946,BOS,117,San Bernardino - Libertadores,Libertadores,San Bernardino,Bosa,31/01/2014,7,4,27.77002925,Etib - Bo,4370.0,117-1,13.0,9,03:30-22:30,03:30-22:30,03:30-22:30,1,4.0,,2,3,3.0,,1,2,,{29A621F5-FD1E-43A2-ADE9-5349067FD0A2},19.0,2
2947,AAA,CA117,Villa Cindy - Chapinero,Villa Cindy,Chapinero,Neutra,23/07/2022,11,2,20.66847004,Masivo Capital - So,3758.0,A117-1,0.0,3,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{29FBCCAB-702C-4B3F-B5B1-FFAB34813464},19.0,2
2948,AAA,FA426,Est. Comuneros - Galan,Galan,Comuneros,Neutra,4/07/2023,14,16,6.4851244,Masivo Capital - Ke,4450.0,A426-1,0.0,8,04:30-23:00,04:30-23:00,-,1,4.0,,2,3,3.0,,1,2,,{2A0C96C9-7AAF-4392-8DA4-EF8D5B894127},18.5,1
2949,88,BH13,H13,Portal Norte,Portal Tunal,Usme/ Ciudad Bolivar,-,1,6,25.73872585,No Aplica,,H13,11.0,1,05:30 - 22:00,06:30 - 22:00,0,1,1.0,,1,1,2.0,,1,1,,{2B124D23-6BB1-42D1-A22C-B4F81B60377A},16.5,2
2950,HHH,DH216,La Florida - Villa Mayor,La Florida,Villa Mayor,Usme/ Ciudad Bolivar,18/03/2024,10,18,20.34441797,Gmovil - Eng,4491.0,H216-2,10.0,5,04:30 - 23:00,04:30 - 23:00,-,1,3.0,,2,3,3.0,,1,2,,{2B513981-C6F5-4F2A-A8AD-EE818CA1FA52},18.5,2
2951,KKK,KH318,Fontibon Brisas - El Uval,El Uval,Fontibon Brisas,Calle 26,2/02/2022,5,9,35.38371399,Gran Americas Usme,4064.0,K318-1,6.0,12,03:00-22:30,-,-,1,3.0,,2,3,1.0,,1,2,,{2B6896A6-C924-41EA-8E16-C7159382AB2C},19.5,0
2952,HHH,HA643,Paloquemao - San Joaquín,San Joaquin,Paloquemao,Centro,10/03/2025,1,14,,Suma - Bc,4540.0,HA643-1,0.0,1,04:00-21:00,04:00-21:00,05:30-19:00,1,3.0,,2,3,3.0,,1,2,,{2BB9D046-64B4-4B2B-8AAD-2195B3CAF32E},17.0,1
2953,GGG,GG536,Sena - Santa Isabel,Sena,Santa Isabel,Bosa,-,8,16,3.32703894,Etib - Bo,4493.0,G536-3,8.0,8,04:30 - 23:00,04:30 - 23:00,04:30 - 23:00,1,5.0,,2,3,3.0,,1,2,,{2BFE4273-D272-4489-B942-EFB005A594BF},18.5,1
2954,ALI,13-12,Los Libertadores,Portal 20 Julio,Los Libertadores,Alimentadora,-,4,4,15.09921144,Consorcio Express D,3068.0,13-12a,13.0,13,04:00:00 - 24:20:00,04:00:00 - 24:20:00,04:00:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{2C5A97C9-9724-4D6D-B533-677126FECF6D},0.0,3
2955,BOS,191,Unicentro - Metrovivienda,Unicentro,Metrovivienda,Bosa,19/10/2020,7,1,32.69053702,Consorcio Express N,3498.0,191-2,1.0,9,03:30-22:30,03:30-22:30,03:30-22:30,1,5.0,,2,3,3.0,,1,2,,{2C7E72F1-2CF6-41F3-8665-A8657EC2C08E},19.0,0
2956,63,GG45,G45,Portal Sur - Jfk Coop. F,San Mateo - Cc Unisur,Soacha,-,7,21,4.47782336,No Aplica,,G45,9.0,9,5:00-8:00/16:30-21:3,05:00 - 08:00,0,1,1.0,,1,1,2.0,,2,1,,{2C986FED-4AA8-4B63-8E29-2B8B7F05B99F},7.55,3
2957,HHH,HH638,Arabia - Est. Juan Pablo Ii,Arabia,Est. Juan Pablo Ii,Usme/ Ciudad Bolivar,21/11/2022,19,19,6.49184456,Suma - Bc,4273.0,HH638-3,11.0,11,04:15 - 08:15 / 16:15 - 20:15 ,04:15 - 08:15 / 16:15 - 20:15 ,04:15 - 08:15 / 16:15 - 20:15 ,1,5.0,,2,3,3.0,,1,2,,{2C9BAD8C-8DE7-4942-AB53-6C63907E9711},8.0,3
2958,AAA,GA501,San Jose - Germania,San Jose,Germania,Neutra,28/03/2020,7,3,23.8484487,Etib - Bo,3389.0,A501-1,0.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{2CC06C91-6BDF-44EC-B935-3C7DCFE0EA88},17.0,2
2959,ALI,11-7,Pinar,Portal Suba,Pinar,Alimentadora,-,11,11,5.20146067,Este Es Mi Bus - Co,2864.0,11-7a,3.0,3,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{2CCB6F33-147D-4718-9138-BE4B4E598917},0.0,3
2960,KKK,GK542,Metrovivienda - Estacion Modelia,Metrovivienda,Chapinero Central,Calle 26,20/02/2023,7,10,34.9654171,Masivo Capital - Ke,4500.0,GK542-3,5.0,8,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{2CE09050-D178-4FA0-AEA2-AF516716923D},19.0,0
2961,CCC,CA124,Bilbao - Centro,Centro,Bilbao,Suba,29/01/2024,11,3,26.48296066,Emasivo 10,3824.0,C124-2,0.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{2CFDC90F-6C46-4F41-A517-E19EF083924E},18.0,2
2962,CBO,742A,Paraiso - Bulevar Niza,Bulevar Niza,Paraiso,Ciudad Bolivar,17/07/2021,19,11,27.19541844,Suma - Bc,3814.0,742A-2,3.0,11,03:30-22:00,03:30-22:00,03:30-22:00,1,3.0,,2,3,3.0,,1,2,,{2D15D56B-0BEC-4E71-B7DB-A1C88AAAB24F},18.5,2
2963,CEN,143,Compartir - Germania,Compartir,Germania,Centro,15/06/2013,19,3,39.24309055,Suma - Bc,3335.0,143-3,0.0,11,04:00-21:00,04:00-21:00,04:00-21:00,1,3.0,,2,3,3.0,,1,2,,{2D25C926-48F6-48F0-B0FE-6F27610245E3},17.0,0
2964,DDD,DA206,Bachue - Gobernacion,Gobernacion,Bachue,Engativa / Calle 80,20/11/2023,10,17,11.00034895,Este Es Mi Bus - Co,3659.0,D206-2,0.0,4,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{2D2A6803-4A60-43C1-B55D-428A944950C1},19.0,1
2965,CCC,C159,Villa Cindy - Suba Pueblo,Villa Cindy,Suba Pueblo,Suba,24/10/2022,11,11,15.1797124,Masivo Capital - So,4256.0,C159-3,3.0,3,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{2D428065-BFC5-487F-9124-7C73D132D0B5},17.0,1
2966,ENG,SE6,La Roca - Villa Gladys,La Roca,Villa Gladys,Engativa,5/11/2024,4,10,27.79189996,Gmovil - E,2964.0,SE6-1,5.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{2DD9D775-84FC-4B89-B805-92F404B2B677},19.0,2
2967,116,MK86,M86,Aeropuerto El Dorado,Hacienda Santa Barbara,Usaquen,-,9,1,20.43997245,No Aplica,,M86,0.0,6,04:30 - 22:00,04:30 - 22:00,04:30 - 21:00,1,3.0,,1,2,3.0,,1,1,,{2E31DBDC-20EE-4D81-938B-180AD15CFDD7},17.5,2
2968,ENG,C25,Sabana Del Dorado - Unicentro,Unicentro,Sabana Del Dorado,Engativa,31/08/2020,10,1,15.56263672,Consorcio Express N-Gmovil,3057.0,C25-2,1.0,5,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{2E90F130-988C-4EA4-9287-40E35FF58F1D},19.0,1
2969,BBB,BK903,Verbenal - Aeropuerto,Aeropuerto,Verbenal,Usaquen,6/06/2022,1,9,22.9396695,Consorcio Express N,4141.0,B903-2,6.0,1,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{2EA1A876-C165-4B92-875F-296B3C9C6C62},19.0,2
2970,LLL,BL919,Terminal Norte - Gaviotas,Terminal Norte,Gaviotas,San Cristobal,13/03/2023,1,4,36.0729055,Consorcio Express N,3970.0,L919-2,13.0,1,04:00 - 23:00 - 03:30 - 22:00,04:00 - 23:00 - 03:30 - 22:00,04:00 - 23:00 - 03:30 - 22:00,1,4.0,,2,3,3.0,,1,2,,{2ED8E11F-FF2A-4ABD-B9B5-F0816224DAAF},19.0,0
2971,103,JH76,J76,Portal Usme,Universidades,Neutra,-,5,3,14.4015975,No Aplica,,J76,0.0,12,05:00 - 08:30,0,0,1,2.0,,1,1,1.0,,3,1,,{2EFD532E-A2A1-4D6E-88ED-4632D26A22D0},3.5,3
2972,KKK,KB326,Prado Grande - Unicentro,Prado Grande,Unicentro,Calle 26,11/05/2022,9,1,22.86749474,Consorcio Express N,4104.0,B326-1,1.0,6,04:00-22:00,-,-,1,3.0,,2,3,1.0,,1,2,,{2F41CDD3-622E-408D-A887-CFBEDA9859A5},18.0,2
2973,3,6,6 P,Portal 80,Universidades,Neutra,-,10,3,15.49303806,No Aplica,,6 P,0.0,4,04:30 - 23:00,04:30 - 23:00,04:30 - 22:00,1,1.0,,1,1,3.0,,1,1,,{30174B56-98E3-402C-BB9C-A4B84002FEF7},18.5,1
2974,KKK,CK102,Suba Fontanar - Salitre El Greco,Suba Fontanar,Salitre El Greco,Calle 26,8/08/2023,11,13,20.19576891,Este Es Mi Bus - C80,4453.0,K102-1,6.0,3,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{3021ABF4-75F0-4398-BCEB-B9F123D1F023},19.0,2
2975,HHH,HH710,Portal Usme - El Progreso,Portal Usme,El Progreso,Usme/ Ciudad Bolivar,29/05/2023,5,5,13.15456284,Gran Americas Usme,3800.0,HH710-3,12.0,12,03:40-00:30:00,03:30-00:00,03:30-00:00,1,4.0,,2,3,3.0,,1,2,,{307B3FB1-8C59-4E52-8766-C11B45385C20},0.0,3
2976,123,DH21,D21,Portal Tunal,Portal 80,Calle 80,-,6,10,24.93267739,No Aplica,,D21,4.0,11,04:00 - 23:00,04:00 - 23:00,0,1,2.0,,1,1,2.0,,1,1,,{311B927D-8B6F-4C87-B2A3-B05EAE22FE05},19.0,2
2977,KKK,HK629,Fontibon Centro - Pototsi,Pototsi,Fontibon Centro,Calle 26,4/03/2024,19,9,22.06124505,Odt La Rolita,3988.0,K629-1,6.0,11,03:30-21:00,03:30-21:00,03:30-21:00,1,4.0,,2,3,3.0,,1,2,,{3180CC49-B2FA-412E-9B4D-1C5213EC6E46},17.5,2
2978,GGG,GA522,Metrovivienda - Germania,Germania,Metrovivienda,Bosa,5/11/2024,7,3,24.13873095,Masivo Capital - Ke,3923.0,G522-2,0.0,9,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{325232C4-0488-4E21-B59B-D6EEF6C0F043},17.0,2
2979,LLL,LA821,Est. Bicentenario - Est. Universidades,Bicentenario,Universidades,San Cristobal,29/05/2023,17,3,17.68700124,Consorcio Express D,4295.0,LA821-3,13.0,13,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{325694B1-7F8E-415B-B9C9-B01DE2C8E4F4},19.0,2
2980,KKK,KA302,El Recodo - Centro,Centro,El Recodo,Calle 26,27/11/2023,9,3,25.88057304,E-Somos Fontibon,3597.0,K302-2,0.0,6,04:00-00:00,04:00-00:00,04:00-00:00,1,3.0,,2,3,3.0,,1,2,,{32935F6E-804C-44B2-91BC-433B5D3BCF36},20.0,2
2981,KKK,KL307,El Recodo - La Castana,El Recodo,La Castana,Calle 26,15/01/2023,4,9,24.18154596,Gmovil - E,3947.0,L307-1,6.0,13,04:00-22:00,04:00-22:00,04:00-22:00,1,5.0,,2,3,3.0,,1,2,,{32AB0172-E861-46A2-ADEA-22022EFD9D49},18.0,2
2982,GGG,GL533,Metrovivienda - Dona Liliana,Dona Liliana,Metrovivienda,Bosa,14/08/2023,7,4,29.21400623,Etib - Bo,4473.0,G533-2,13.0,9,03:30-22:30,03:30-22:30,03:30-22:30,1,4.0,,2,3,3.0,,1,2,,{32C6DB5A-E7CA-4967-BA5A-F2AB860291D4},19.0,2
2983,AAA,KA302,El Recodo - Centro,El Recodo,Centro,Neutra,5/11/2024,9,3,23.18955711,E-Somos Fontibon,3596.0,A302-1,0.0,6,04:00-00:00,04:00-00:00,04:00-00:00,1,3.0,,2,3,3.0,,1,2,,{32D81672-E2DD-472C-A0BB-1DAAB4610A5D},20.0,2
2984,NOR,291,Terminal Norte Makro - Tierra Buena,Tierra Buena,Terminal Norte Makro,,15/07/2024,8,1,38.07808446,Consorcio Express-Este Es Mi Bus,4154.0,291-1,1.0,8, 03:00 - 22:00 - 04:20 - 23:40, 03:00 - 22:00 - 04:20 - 23:40, 03:00 - 22:00 - 04:20 - 23:40,1,3.0,,2,3,3.0,,1,2,,{32F3BC8A-7026-4169-B7C4-C73B92A3E8BA},19.0,0
2985,ESP,10-12,Mochuelo Bajo - Paraiso,Mochuelo Bajo,Paraiso,Especial,-,19,19,17.39588764,Suma - Bc,3181.0,10-12e,11.0,11,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,6,3.0,,1,2,,{340F0C5D-24B3-4262-9090-19EE701D6EB8},17.0,2
2986,HHH,HA617,Perdomo - Centro,Perdomo,Centro,Neutra,27/11/2023,19,3,21.92106322,Odt La Rolita,3773.0,A617-1,0.0,10,03:45-23:00,03:45-23:00,03:45-23:00,1,4.0,,2,3,3.0,,1,2,,{348640FE-6142-4031-84E6-D198B51C8D30},19.25,2
